,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.632252480190167,0.7714663471572811,4.153776644164737,0.632252480190167,0.7714663471572811,2.552633642411006e-12,0.0,0.0,5.14981579458513e-11,0.0,0.0,1.2937553340240672e-12,0.0
1,0.6677122184930759,0.6434683220140839,4.821809090468484,0.6677122184930759,0.6434683220140839,0.0,0.0,0.0,0.0,0.0,0.0,9.913476536054994e-11,9.703834542812514e-11
2,0.6367624809482993,0.8639747996586633,3.8481644001465796,0.6367624809482993,0.8639747996586633,1.3677382782699155e-11,0.0,0.0,8.573676110839774e-11,0.0,0.0,0.0,5.4418888963838064e-11
3,0.7530813361368913,0.6363203338444565,4.242372890704006,0.7530813361368913,0.6363203338444565,0.0,0.0,0.0,0.0,0.0,0.0,5.594683847118114e-12,0.0
4,0.7065423865606414,0.6834346259266941,4.24313993583658,0.7065423865606414,0.6834346259266941,0.0,0.0,0.0,0.0,0.0,4.968045203560121e-11,0.0,4.824612505720933e-11
5,0.6864741539738346,0.6377158019451862,4.720254459290301,0.6864741539738346,0.6377158019451862,1.1190759183741311e-10,0.0,0.0,5.5702680362492104e-11,0.0,1.867466973780842e-11,2.237991578365652e-11,0.0
6,0.6549827833204891,0.747736198885622,4.151931761117199,0.6549827833204891,0.747736198885622,0.0,0.0,6.155513281560179e-11,0.0,3.159587763519687e-12,0.0,0.0,0.0
7,0.6315605161776626,0.811636739786254,3.9672471149987056,0.6315605161776626,0.811636739786254,5.502514962755955e-11,0.0,0.0,0.0,0.0,0.0,6.658119003154547e-11,0.0
8,0.7849717370807392,0.647462826898232,3.9792779802754112,0.7849717370807392,0.647462826898232,0.0,1.1208326463864251e-10,0.0,1.4663658421034088e-11,6.332839397392491e-11,0.0,0.0,1.2071301914024248e-10
9,0.8588384470073307,0.6374510595235667,3.8428931235779475,0.8588384470073307,0.6374510595235667,1.1480342623546842e-10,1.4416580959509765e-11,7.105313562183572e-11,0.0,0.0,0.0,4.270476234650441e-06,0.0
10,0.7785670096474794,0.6648373570841211,3.890921667577499,0.7785670096474794,0.6648373570841211,0.0,1.9688061765241584e-12,0.0,5.1639643029470206e-11,0.0,0.0,5.7897607926690334e-11,0.0
11,0.6305228123539084,0.6518977777442367,5.026004850095118,0.6305228123539084,0.6518977777442367,9.974451304055714e-11,2.2769027604269425e-13,0.0,0.0,0.002169372114795065,0.0,1.0602246743818475e-07,0.0
12,0.6431241925386547,0.6679937333864041,4.822059331170201,0.6431241925386547,0.6679937333864041,5.28665089032492e-07,0.0,4.444571300656677e-12,4.835861569002008e-11,6.304921220798013e-13,8.44540025528969e-13,5.1948067865511847e-11,0.0
13,0.6375887120149916,0.6865259423938137,4.720691971905301,0.6375887120149916,0.6865259423938137,4.716586761169031e-11,0.0,1.3753832181144379e-12,3.908397880362912e-13,3.632007077491986e-11,5.045905521335447e-13,7.625360475936068e-11,0.0
14,0.6813701206984496,0.6574631468880563,4.624004173540521,0.6813701206984496,0.6574631468880563,1.3922773991064531e-11,0.0,0.0,0.0,5.639386791500003e-12,0.0,0.0,0.0
15,0.7420027248123862,0.6728751147373729,4.062095666710079,0.7420027248123862,0.6728751147373729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2639617704253403e-11
16,0.7536503939358145,0.685682096537564,3.8875122343978026,0.7536503939358145,0.685682096537564,0.0,0.0,9.3903525840218e-13,0.0,0.0,0.0,0.0,0.0
17,0.6955945998397741,0.7184971803296902,4.061416113878083,0.6955945998397741,0.7184971803296902,0.0,0.0,5.754358277218352e-13,0.0,0.0,0.0,5.379396486219552e-11,0.0
18,0.7359342867581556,0.6904002106902092,3.97348426644564,0.7359342867581556,0.6904002106902092,8.283857014744953e-12,0.0,5.495517195298847e-11,0.0,4.277498798520908e-10,0.0,8.879326953109168e-11,0.0
19,0.8041519356315758,0.6302587130423062,4.003709346443074,0.8041519356315758,0.6302587130423062,0.0,1.1692624829084566e-06,0.0,0.0,8.743842932851933e-11,0.0,0.0,7.675918847660941e-11
